LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	10	C62251	4/18/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	11	C62252	4/18/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	12	C62253	4/18/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	13	C62254	4/18/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	45.60	0.89	14	C62255	4/18/2020	44.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	15	C62256	4/18/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	16	C62257	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	17	C62258	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	18	C62259	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	19	C62260	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	20	C62261	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	21	C62262	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	22	C62263	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	25TSY32MR-L2	Espessura	24.70	24.70	24.70	0.00	1	C62242	4/17/2020	24.70									
2	25TSY32MR-L2	Espessura	24.30	24.80	24.54	0.21	2	C62243	4/18/2020	24.80	24.40	24.30	24.70	24.50					
2	25TSY32MR-L2	Espessura	24.20	25.30	24.80	0.44	3	C62244	4/18/2020	25.30	25.00	24.20	24.50	25.00					
2	25TSY32MR-L2	Espessura	24.50	25.10	24.70	0.25	4	C62245	4/18/2020	24.60	24.80	24.50	24.50	25.10					
2	25TSY32MR-L2	Espessura	24.30	25.00	24.62	0.28	5	C62246	4/18/2020	24.50	24.80	24.30	24.50	25.00					
2	25TSY32MR-L2	Espessura	24.90	24.90	24.90	0.00	6	C62247	4/18/2020	24.90									
2	25TSY32MR-L2	Espessura	24.60	25.30	24.98	0.31	7	C62248	4/18/2020	24.80	25.30	24.60	24.90	25.30					
2	25TSY32MR-L2	Espessura	24.50	25.10	24.78	0.24	8	C62249	4/18/2020	24.80	24.60	25.10	24.50	24.90					
2	25TSY32MR-L2	Espessura	25.20	25.20	25.20	0.00	9	C62250	4/18/2020	25.20									
2	25TSY32MR-L2	Espessura	23.80	25.50	24.76	0.66	10	C62251	4/18/2020	24.80	24.50	25.20	25.50	23.80					
2	25TSY32MR-L2	Espessura	24.40	25.30	24.75	0.40	11	C62252	4/18/2020	24.50	24.80	25.30	24.40						
2	25TSY32MR-L2	Espessura	24.20	25.00	24.66	0.34	12	C62253	4/18/2020	25.00	24.80	24.20	24.90	24.40					
2	25TSY32MR-L2	Espessura	24.30	25.40	24.76	0.44	13	C62254	4/18/2020	24.30	25.00	24.50	24.60	25.40					
2	25TSY32MR-L2	Espessura	24.30	25.50	24.94	0.45	14	C62255	4/18/2020	24.90	24.80	24.30	25.20	25.50					
2	25TSY32MR-L2	Espessura	24.50	25.20	24.78	0.28	15	C62256	4/18/2020	25.20	24.50	24.90	24.70	24.60					
2	25TSY32MR-L2	Espessura	24.60	25.30	24.92	0.31	16	C62257	4/19/2020	24.60	25.20	25.30	24.80	24.70					
2	25TSY32MR-L2	Espessura	24.40	25.10	24.76	0.25	17	C62258	4/19/2020	24.40	24.80	25.10	24.80	24.70					
2	25TSY32MR-L2	Espessura	24.20	25.20	24.80	0.41	18	C62259	4/19/2020	24.60	24.20	25.10	24.90	25.20					
2	25TSY32MR-L2	Espessura	25.30	25.30	25.30	0.00	19	C62260	4/19/2020	25.30									
2	25TSY32MR-L2	Espessura	23.90	26.50	24.92	1.05	20	C62261	4/19/2020	26.50	23.90	24.00	25.10	25.10					
2	25TSY32MR-L2	Espessura	24.00	25.40	24.70	0.63	21	C62262	4/19/2020	25.40	24.80	25.20	24.10	24.00					
2	25TSY32MR-L2	Espessura	23.70	25.70	24.88	0.78	22	C62263	4/19/2020	24.60	23.70	25.40	25.00	25.70					
2	25TSY32MR-L2	Gramatura	22.40	22.40	22.40	0.00	1	C62242	4/17/2020	22.40									
2	25TSY32MR-L2	Gramatura	22.50	22.50	22.50	0.00	2	C62247	4/18/2020	22.50									
2	25TSY32MR-L2	Gramatura	22.80	22.80	22.80	0.00	3	C62250	4/18/2020	22.80									
2	25TSY32MR-L2	Gramatura	22.90	22.90	22.90	0.00	4	C62260	4/19/2020	22.90									
2	25TSY32MR-L2	Rendimento	44.60	44.60	44.60	0.00	1	C62242	4/17/2020	44.60									
2	25TSY32MR-L2	Densidade	0.91	0.91	0.91	0.00	1	C62242	4/17/2020	0.91									
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.20	0.23	0.21	0.01	1	C62242	4/17/2020	0.20	0.20	0.23	0.21	0.20					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.20	0.23	0.21	0.01	2	C62244	4/18/2020	0.22	0.20	0.23	0.20	0.21					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.19	0.22	0.20	0.01	3	C62247	4/18/2020	0.22	0.20	0.19	0.20	0.20					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.19	0.22	0.20	0.01	4	C62250	4/18/2020	0.22	0.20	0.20	0.19	0.20					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.21	0.25	0.23	0.02	5	C62253	4/18/2020	0.24	0.25	0.22	0.21	0.23					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.21	0.24	0.23	0.01	6	C62256	4/18/2020	0.24	0.22	0.23	0.21	0.23					
2	25TSY32MR-L2	COF NT/NT - DIN. Imediato	0.19	0.25	0.21	0.02	7	C62260	4/19/2020	0.25	0.19	0.19	0.20	0.21					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.22	0.28	0.25	0.02	1	C62242	4/17/2020	0.22	0.25	0.24	0.26	0.28					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.21	0.26	0.24	0.02	2	C62244	4/18/2020	0.26	0.24	0.21	0.25	0.23					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.25	0.26	0.25	0.00	3	C62247	4/18/2020	0.25	0.26	0.25	0.25	0.25					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.25	0.30	0.27	0.02	4	C62250	4/18/2020	0.26	0.30	0.25	0.25	0.28					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.26	0.29	0.27	0.01	5	C62253	4/18/2020	0.28	0.26	0.29	0.26	0.27					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.25	0.33	0.28	0.03	6	C62256	4/18/2020	0.30	0.33	0.26	0.25	0.27					
2	25TSY32MR-L2	COF COR/COR - Din. - Imediato	0.24	0.30	0.27	0.02	7	C62260	4/19/2020	0.28	0.26	0.30	0.25	0.24					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.26	0.40	0.32	0.05	1	C62242	4/17/2020	0.30	0.26	0.30	0.32	0.40					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.22	0.44	0.33	0.08	2	C62244	4/18/2020	0.36	0.22	0.28	0.44	0.34					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.24	0.30	0.26	0.02	3	C62247	4/18/2020	0.30	0.25	0.25	0.24	0.27					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.27	0.42	0.34	0.07	4	C62250	4/18/2020	0.31	0.27	0.30	0.42	0.40					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.28	0.33	0.30	0.02	5	C62253	4/18/2020	0.33	0.30	0.28	0.29	0.31					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.30	0.38	0.33	0.03	6	C62256	4/18/2020	0.34	0.30	0.33	0.38	0.32					
2	25TSY32MR-L2	COF NT/NT - Est. Imediato	0.30	0.42	0.36	0.05	7	C62260	4/19/2020	0.42	0.37	0.32	0.30	0.39					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.30	0.38	0.34	0.04	1	C62242	4/17/2020	0.34	0.31	0.30	0.38	0.37					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.28	0.37	0.31	0.04	2	C62244	4/18/2020	0.37	0.29	0.28	0.32	0.30					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.30	0.57	0.47	0.11	3	C62247	4/18/2020	0.43	0.52	0.51	0.30	0.57					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.33	0.46	0.38	0.05	4	C62250	4/18/2020	0.40	0.37	0.33	0.34	0.46					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.35	0.44	0.40	0.03	5	C62253	4/18/2020	0.40	0.35	0.44	0.42	0.41					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.39	0.50	0.44	0.04	6	C62256	4/18/2020	0.47	0.50	0.39	0.41	0.44					
2	25TSY32MR-L2	COF COR/COR - Est. - Imediato	0.32	0.50	0.43	0.07	7	C62260	4/19/2020	0.44	0.41	0.47	0.50	0.32					
2	25TSY32MR-L2	COF NT/NT - Din.	0.20	0.20	0.20	0.00	1	C62242	4/17/2020	0.20									
2	25TSY32MR-L2	COF NT/NT - Din.	0.20	0.20	0.20	0.00	2	C62252	4/18/2020	0.20	0.20	0.20							
2	25TSY32MR-L2	COF COR/COR - Din.	0.21	0.23	0.22	0.01	1	C62242	4/17/2020	0.22	0.21	0.23							
2	25TSY32MR-L2	COF COR/COR - Din.	0.20	0.20	0.20	0.00	2	C62252	4/18/2020	0.20	0.20	0.20							
2	25TSY32MR-L2	COF  NT/NT - Est.	0.25	0.30	0.27	0.03	1	C62242	4/17/2020	0.25	0.27	0.30							
2	25TSY32MR-L2	COF  NT/NT - Est.	0.22	0.26	0.25	0.02	2	C62252	4/18/2020	0.22	0.26	0.26							
2	25TSY32MR-L2	COF COR/COR - Est.	0.24	0.29	0.26	0.03	1	C62242	4/17/2020	0.25	0.29	0.24							
2	25TSY32MR-L2	COF COR/COR - Est.	0.25	0.31	0.27	0.03	2	C62252	4/18/2020	0.25	0.25	0.31							
2	25TSY32MR-L2	Força de Tração DM	132.00	148.00	140.33	8.02	1	C62242	4/17/2020	132.00	141.00	148.00							
2	25TSY32MR-L2	Força de Tração DT	244.00	275.00	261.67	15.95	1	C62242	4/17/2020	275.00	266.00	244.00							
2	25TSY32MR-L2	Alongamento DM	214.00	273.00	241.33	29.74	1	C62242	4/17/2020	214.00	237.00	273.00							
2	25TSY32MR-L2	Alongamento DT	44.00	64.00	54.33	10.02	1	C62242	4/17/2020	64.00	55.00	44.00							
2	25TSY32MR-L2	Módulo Elástico DM	1362.00	1518.00	1459.00	84.66	1	C62242	4/17/2020	1518.00	1497.00	1362.00							
2	25TSY32MR-L2	Módulo Elástico DT	1593.00	1706.00	1649.50	79.90	1	C62242	4/17/2020	1706.00	1593.00								
2	25TSY32MR-L2	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	1	C62242	4/17/2020	5.00	5.00	5.00	5.00	5.00					
2	25TSY32MR-L2	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	1	C62242	4/17/2020	3.00	3.00	3.00	3.00	3.00					
2	25TSY32MR-L2	Haze/difusão	1.50	1.60	1.57	0.06	1	C62242	4/17/2020	1.50	1.60	1.60							
2	25TSY32MR-L2	Força de Selagem NT/NT	443.00	609.00	521.60	80.66	1	C62242	4/17/2020	459.00	490.00	609.00	607.00	443.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	411.00	773.00	650.80	149.07	2	C62244	4/18/2020	773.00	676.00	773.00	621.00	411.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	605.00	709.00	658.40	40.58	3	C62247	4/18/2020	687.00	649.00	605.00	642.00	709.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	328.00	731.00	563.40	174.56	4	C62250	4/18/2020	731.00	633.00	433.00	692.00	328.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	326.00	731.00	583.40	166.55	5	C62253	4/18/2020	535.00	599.00	726.00	326.00	731.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	314.00	745.00	599.80	178.28	6	C62256	4/18/2020	707.00	745.00	314.00	695.00	538.00					
2	25TSY32MR-L2	Força de Selagem NT/NT	483.00	997.00	749.60	207.56	7	C62260	4/19/2020	669.00	680.00	483.00	997.00	919.00					
2	25TSY32MR-L2	Força de selagem COR/COR	347.00	756.00	547.00	172.67	1	C62242	4/17/2020	756.00	652.00	347.00	395.00	585.00					
2	25TSY32MR-L2	Força de selagem COR/COR	354.00	754.00	515.60	171.90	2	C62244	4/18/2020	447.00	354.00	388.00	635.00	754.00					
2	25TSY32MR-L2	Força de selagem COR/COR	612.00	714.00	668.20	44.08	3	C62247	4/18/2020	612.00	714.00	631.00	692.00	692.00					
2	25TSY32MR-L2	Força de selagem COR/COR	329.00	685.00	550.20	170.78	4	C62250	4/18/2020	674.00	685.00	402.00	329.00	661.00					
2	25TSY32MR-L2	Força de selagem COR/COR	357.00	740.00	571.40	163.83	5	C62253	4/18/2020	740.00	730.00	357.00	542.00	488.00					
2	25TSY32MR-L2	Força de selagem COR/COR	485.00	733.00	602.00	91.74	6	C62256	4/18/2020	557.00	630.00	605.00	485.00	733.00					
2	25TSY32MR-L2	Força de selagem COR/COR	389.00	700.00	578.20	126.94	7	C62260	4/19/2020	543.00	690.00	569.00	389.00	700.00					
2	25TSY32MR-L2	TIS NT/NT	101.80	101.80	101.80	0.00	1	C62242	4/17/2020	101.80									
2	25TSY32MR-L2	TIS COR/COR	111.70	111.70	111.70	0.00	1	C62242	4/17/2020	111.70									
2	25TSY32MR-L2	COF NT/NT - din - 24h	0.19	0.20	0.19	0.01	1	C62242	4/17/2020	0.19	0.20	0.19							
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	1	C62242	4/17/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	2	C62243	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	3	C62244	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	4	C62245	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	5	C62246	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	6	C62247	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	7	C62248	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	8	C62249	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	9	C62250	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	10	C62251	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	11	C62252	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	12	C62253	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	13	C62254	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	14	C62255	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	15	C62256	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	16	C62257	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	17	C62258	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	18	C62259	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	19	C62260	4/19/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	20	C62261	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	21	C62262	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	22	C62263	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	1	C62242	4/17/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	2	C62243	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	3	C62244	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	4	C62245	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	5	C62246	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	6	C62247	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	7	C62248	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	8	C62249	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	9	C62250	4/18/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	10	C62251	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	11	C62252	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	12	C62253	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	13	C62254	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	14	C62255	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	15	C62256	4/18/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	16	C62257	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	17	C62258	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	18	C62259	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	19	C62260	4/19/2020	40.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	20	C62261	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	21	C62262	4/19/2020	42.00									
2	25TSY32MR-L2	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	22	C62263	4/19/2020	44.00									
2	25TSY32MR-L2	Tensão superf. COR prod final	42.00	42.00	42.00	0.00	1	C62242	4/17/2020	42.00									
2	25TSY32MR-L2	Tensão superf. COR prod final	42.00	42.00	42.00	0.00	2	C62252	4/18/2020	42.00									
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	1	C62264	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	46.00	45.60	0.89	2	C62265	4/19/2020	44.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	3	C62266	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	4	C62267	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	5	C62268	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	6	C62270	4/19/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	7	C62271	4/20/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	8	C62272	4/20/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	9	C62273	4/20/2020	46.00	46.00	46.00	46.00	46.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	10	C62274	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	11	C62275	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	12	C62276	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	13	C62277	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	14	C62278	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	15	C62279	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	16	C62280	4/20/2020	44.00	44.00	44.00	44.00	44.00					
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	1	C62264	4/19/2020	30.20									
2	30TSY32MR-L2	Espessura	30.10	30.10	30.10	0.00	2	C62265	4/19/2020	30.10									
2	30TSY32MR-L2	Espessura	29.10	30.00	29.68	0.35	3	C62266	4/19/2020	29.90	29.10	29.70	29.70	30.00					
2	30TSY32MR-L2	Espessura	29.40	29.90	29.68	0.19	4	C62267	4/19/2020	29.60	29.70	29.90	29.40	29.80					
2	30TSY32MR-L2	Espessura	29.40	30.00	29.72	0.24	5	C62268	4/19/2020	29.40	29.90	30.00	29.60	29.70					
2	30TSY32MR-L2	Espessura	29.60	30.10	29.86	0.21	6	C62270	4/19/2020	30.10	29.70	29.90	30.00	29.60					
2	30TSY32MR-L2	Espessura	29.30	29.90	29.54	0.23	7	C62271	4/20/2020	29.60	29.50	29.30	29.90	29.40					
2	30TSY32MR-L2	Espessura	29.40	30.20	29.70	0.34	8	C62272	4/20/2020	29.40	29.50	29.50	29.90	30.20					
2	30TSY32MR-L2	Espessura	30.60	30.60	30.60	0.00	9	C62273	4/20/2020	30.60									
2	30TSY32MR-L2	Espessura	28.80	29.50	29.14	0.34	10	C62274	4/20/2020	28.80	29.50	28.90	29.00	29.50					
2	30TSY32MR-L2	Espessura	28.60	29.50	29.08	0.38	11	C62275	4/20/2020	29.50	28.60	29.40	29.10	28.80					
2	30TSY32MR-L2	Espessura	30.20	30.20	30.20	0.00	12	C62276	4/20/2020	30.20									
2	30TSY32MR-L2	Espessura	29.10	29.90	29.42	0.29	13	C62277	4/20/2020	29.30	29.10	29.40	29.90	29.40					
2	30TSY32MR-L2	Espessura	29.00	29.60	29.40	0.23	14	C62278	4/20/2020	29.50	29.50	29.60	29.00	29.40					
2	30TSY32MR-L2	Espessura	28.80	29.70	29.28	0.37	15	C62279	4/20/2020	29.60	29.20	29.10	28.80	29.70					
2	30TSY32MR-L2	Espessura	28.90	29.30	29.08	0.15	16	C62280	4/20/2020	29.00	29.10	28.90	29.30	29.10					
2	30TSY32MR-L2	Gramatura	27.40	27.40	27.40	0.00	1	C62264	4/19/2020	27.40									
2	30TSY32MR-L2	Gramatura	27.30	27.30	27.30	0.00	2	C62265	4/19/2020	27.30									
2	30TSY32MR-L2	Gramatura	27.70	27.70	27.70	0.00	3	C62273	4/20/2020	27.70									
2	30TSY32MR-L2	Gramatura	27.40	27.40	27.40	0.00	4	C62276	4/20/2020	27.40									
2	30TSY32MR-L2	Rendimento	36.50	36.50	36.50	0.00	1	C62264	4/19/2020	36.50									
2	30TSY32MR-L2	Densidade	0.91	0.91	0.91	0.00	1	C62264	4/19/2020	0.91									
2	30TSY32MR-L2	COF NT/NT - DIN. Imediato	0.19	0.22	0.21	0.01	1	C62264	4/19/2020	0.22	0.22	0.19	0.20	0.21					
2	30TSY32MR-L2	COF NT/NT - DIN. Imediato	0.20	0.22	0.21	0.01	2	C62267	4/19/2020	0.21	0.22	0.20	0.21	0.20					
2	30TSY32MR-L2	COF NT/NT - DIN. Imediato	0.21	0.24	0.22	0.01	3	C62270	4/19/2020	0.24	0.21	0.22	0.23	0.22					
2	30TSY32MR-L2	COF NT/NT - DIN. Imediato	0.19	0.23	0.22	0.02	4	C62273	4/20/2020	0.23	0.21	0.19	0.22	0.23					
2	30TSY32MR-L2	COF NT/NT - DIN. Imediato	0.20	0.25	0.22	0.02	5	C62276	4/20/2020	0.25	0.21	0.20	0.24	0.22					
2	30TSY32MR-L2	COF COR/COR - Din. - Imediato	0.25	0.31	0.28	0.02	1	C62264	4/19/2020	0.27	0.27	0.25	0.28	0.31					
2	30TSY32MR-L2	COF COR/COR - Din. - Imediato	0.23	0.27	0.25	0.02	2	C62267	4/19/2020	0.26	0.23	0.27	0.25	0.24					
2	30TSY32MR-L2	COF COR/COR - Din. - Imediato	0.25	0.29	0.27	0.02	3	C62270	4/19/2020	0.25	0.26	0.29	0.26	0.28					
2	30TSY32MR-L2	COF COR/COR - Din. - Imediato	0.27	0.32	0.30	0.02	4	C62273	4/20/2020	0.29	0.29	0.31	0.27	0.32					
2	30TSY32MR-L2	COF COR/COR - Din. - Imediato	0.30	0.36	0.33	0.02	5	C62276	4/20/2020	0.32	0.30	0.36	0.32	0.33					
2	30TSY32MR-L2	COF NT/NT - Est. Imediato	0.24	0.42	0.34	0.07	1	C62264	4/19/2020	0.31	0.24	0.33	0.42	0.38					
2	30TSY32MR-L2	COF NT/NT - Est. Imediato	0.30	0.36	0.33	0.03	2	C62267	4/19/2020	0.36	0.31	0.35	0.30	0.34					
2	30TSY32MR-L2	COF NT/NT - Est. Imediato	0.28	0.37	0.32	0.04	3	C62270	4/19/2020	0.36	0.30	0.37	0.28	0.31					
2	30TSY32MR-L2	COF NT/NT - Est. Imediato	0.26	0.39	0.30	0.05	4	C62273	4/20/2020	0.27	0.26	0.39	0.30	0.28					
2	30TSY32MR-L2	COF NT/NT - Est. Imediato	0.26	0.33	0.31	0.03	5	C62276	4/20/2020	0.29	0.26	0.32	0.33	0.33					
