LINHA	FILME	EXAME	MIN	MAX	MEDIA	DP	ITEM	MR	DATA	X1	X2	X3	X4	X5										
3	20TFCHSK30MR-L3	COF INT/INT - din.	0.24	0.24	0.24	0.00	1	I45139	2/11/2019	0.24														
3	20TFCHSK30MR-L3	COF INT/INT - est.	0.29	0.29	0.29	0.00	1	I45139	2/11/2019	0.29														
3	20TFCHSK30MR-L3	COF INT/INT - din. 24h	0.21	0.21	0.21	0.00	1	I45139	2/11/2019	0.21	0.21	0.21												
3	20TFCHSK30MR-L3	COF INT/INT - est. 24h	0.24	0.25	0.25	0.01	1	I45139	2/11/2019	0.24	0.25	0.25												
3	20TFCHSK30MR-L3	Força de Selagem INT/INT	364.00	561.00	459.67	98.62	1	I45139	2/11/2019	561.00	364.00	454.00												
3	20TFCHSK30MR-L3	Força de Selagem EXT/EXT	290.00	561.00	412.00	137.50	1	I45139	2/11/2019	385.00	561.00	290.00												
3	20TFCHSK30MR-L3	COF EXT/EXT din	0.26	0.27	0.26	0.01	1	I45139	2/11/2019	0.27	0.26	0.26												
3	20TFCHSK30MR-L3	COF EXT/EXT est.	0.32	0.36	0.34	0.02	1	I45139	2/11/2019	0.32	0.36	0.35												
3	20TPY02MR-L3	Tratamento Superficial CORONA	40.00	42.00	40.40	0.89	1	I45153	2/12/2019	40.00	42.00	40.00	40.00	40.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	2	I45154	2/12/2019	42.00	42.00	42.00	42.00	42.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	3	I45155	2/13/2019	42.00	42.00	42.00	42.00	42.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	4	I45156	2/13/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	46.00	45.20	1.10	5	I45157	2/13/2019	44.00	44.00	46.00	46.00	46.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	6	I45158	2/13/2019	46.00	46.00	46.00	46.00	46.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	46.00	46.00	46.00	0.00	7	I45159	2/13/2019	46.00	46.00	46.00	46.00	46.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	46.00	44.80	1.10	8	I45160	2/13/2019	44.00	44.00	44.00	46.00	46.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	9	I45161	2/13/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	42.00	44.00	42.80	1.10	10	I45162	2/13/2019	42.00	44.00	44.00	42.00	42.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	42.00	44.00	42.80	1.10	11	I45163	2/13/2019	44.00	42.00	44.00	42.00	42.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	42.00	42.00	42.00	0.00	12	I45164	2/13/2019	42.00	42.00	42.00	42.00	42.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	13	I45165	2/13/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	46.00	45.20	1.10	14	I45170	2/14/2019	44.00	46.00	44.00	46.00	46.00										
3	20TPY02MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	15	I45171	2/14/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY02MR-L3	Espessura	20.10	20.10	20.10	0.00	1	I45153	2/12/2019	20.10														
3	20TPY02MR-L3	Espessura	20.00	20.00	20.00	0.00	2	I45154	2/12/2019	20.00														
3	20TPY02MR-L3	Espessura	20.30	20.30	20.30	0.00	3	I45155	2/13/2019	20.30														
3	20TPY02MR-L3	Espessura	20.00	20.00	20.00	0.00	4	I45156	2/13/2019	20.00														
3	20TPY02MR-L3	Espessura	19.80	19.80	19.80	0.00	5	I45157	2/13/2019	19.80														
3	20TPY02MR-L3	Espessura	19.80	19.80	19.80	0.00	6	I45158	2/13/2019	19.80														
3	20TPY02MR-L3	Espessura	19.80	19.80	19.80	0.00	7	I45159	2/13/2019	19.80														
3	20TPY02MR-L3	Espessura	19.90	19.90	19.90	0.00	8	I45160	2/13/2019	19.90														
3	20TPY02MR-L3	Espessura	19.90	19.90	19.90	0.00	9	I45161	2/13/2019	19.90														
3	20TPY02MR-L3	Espessura	20.30	20.30	20.30	0.00	10	I45162	2/13/2019	20.30														
3	20TPY02MR-L3	Espessura	20.10	20.10	20.10	0.00	11	I45163	2/13/2019	20.10														
3	20TPY02MR-L3	Espessura	20.30	20.30	20.30	0.00	12	I45164	2/13/2019	20.30														
3	20TPY02MR-L3	Espessura	20.30	20.30	20.30	0.00	13	I45165	2/13/2019	20.30														
3	20TPY02MR-L3	Espessura	20.30	20.30	20.30	0.00	14	I45170	2/14/2019	20.30														
3	20TPY02MR-L3	Espessura	20.10	20.10	20.10	0.00	15	I45171	2/14/2019	20.10														
3	20TPY02MR-L3	Gramatura	18.20	18.20	18.20	0.00	1	I45153	2/12/2019	18.20														
3	20TPY02MR-L3	Gramatura	18.00	18.00	18.00	0.00	2	I45160	2/13/2019	18.00														
3	20TPY02MR-L3	Gramatura	18.00	18.00	18.00	0.00	3	I45161	2/13/2019	18.00														
3	20TPY02MR-L3	Gramatura	18.30	18.30	18.30	0.00	4	I45162	2/13/2019	18.30														
3	20TPY02MR-L3	Gramatura	18.20	18.20	18.20	0.00	5	I45163	2/13/2019	18.20														
3	20TPY02MR-L3	Gramatura	18.30	18.30	18.30	0.00	6	I45164	2/13/2019	18.30														
3	20TPY02MR-L3	Gramatura	18.40	18.40	18.40	0.00	7	I45165	2/13/2019	18.40														
3	20TPY02MR-L3	Gramatura	18.30	18.30	18.30	0.00	8	I45170	2/14/2019	18.30														
3	20TPY02MR-L3	Gramatura	18.10	18.10	18.10	0.00	9	I45171	2/14/2019	18.10														
3	20TPY02MR-L3	Rendimento	54.20	54.20	54.20	0.00	1	I45153	2/12/2019	54.20														
3	20TPY02MR-L3	Rendimento	54.60	54.60	54.60	0.00	2	I45170	2/14/2019	54.60														
3	20TPY02MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I45153	2/12/2019	0.91														
3	20TPY02MR-L3	Densidade	0.91	0.91	0.91	0.00	2	I45170	2/14/2019	0.91														
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.37	0.42	0.39	0.03	1	I45153	2/12/2019	0.37	0.42	0.39												
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.38	0.40	0.39	0.01	2	I45155	2/13/2019	0.38	0.38	0.40												
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.36	0.41	0.38	0.03	3	I45159	2/13/2019	0.41	0.38	0.36												
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.34	0.40	0.37	0.03	4	I45161	2/13/2019	0.34	0.38	0.40												
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.38	0.41	0.40	0.02	5	I45163	2/13/2019	0.41	0.40	0.38												
3	20TPY02MR-L3	COF NT/NT - DIN. Imediato	0.36	0.40	0.38	0.02	6	I45170	2/14/2019	0.40	0.36	0.39												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.32	0.36	0.34	0.02	1	I45153	2/12/2019	0.36	0.32	0.33												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.32	0.34	0.33	0.01	2	I45155	2/13/2019	0.34	0.33	0.32												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.30	0.32	0.31	0.01	3	I45159	2/13/2019	0.31	0.30	0.32												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.33	0.33	0.33	0.00	4	I45161	2/13/2019	0.33	0.33	0.33												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.35	0.36	0.36	0.01	5	I45163	2/13/2019	0.36	0.35	0.36												
3	20TPY02MR-L3	COF COR/COR - Din. - Imediato	0.35	0.37	0.36	0.01	6	I45170	2/14/2019	0.35	0.37	0.35												
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.43	0.43	0.43	0.00	1	I45153	2/12/2019	0.43														
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.43	0.43	0.43	0.00	2	I45155	2/13/2019	0.43														
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.55	0.55	0.55	0.00	3	I45159	2/13/2019	0.55														
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.39	0.49	0.44	0.05	4	I45161	2/13/2019	0.39	0.44	0.49												
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.50	0.51	0.50	0.01	5	I45163	2/13/2019	0.50	0.50	0.51												
3	20TPY02MR-L3	COF NT/NT - Est. Imediato	0.39	0.53	0.45	0.07	6	I45170	2/14/2019	0.53	0.39	0.43												
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.38	0.38	0.38	0.00	1	I45153	2/12/2019	0.38														
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.43	0.43	0.43	0.00	2	I45155	2/13/2019	0.43														
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.38	0.38	0.38	0.00	3	I45159	2/13/2019	0.38														
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.37	0.42	0.39	0.03	4	I45161	2/13/2019	0.38	0.37	0.42												
3	20TPY02MR-L3	COF COR/COR - Est. - Imediato	0.41	0.43	0.42	0.01	5	I45163	2/13/2019	0.41	0.43	0.42												
3	20TPY02MR-L3	COF NT/NT - Din.	0.38	0.41	0.40	0.02	1	I45154	2/12/2019	0.40	0.38	0.41												
3	20TPY02MR-L3	COF NT/NT - Din.	0.37	0.39	0.38	0.01	2	I45161	2/13/2019	0.37	0.38	0.39												
3	20TPY02MR-L3	COF NT/NT - Din.	0.37	0.42	0.39	0.03	3	I45163	2/13/2019	0.42	0.38	0.37												
3	20TPY02MR-L3	COF NT/NT - Din.	0.29	0.32	0.30	0.02	4	I45170	2/14/2019	0.29	0.32	0.29												
3	20TPY02MR-L3	COF COR/COR - Din.	0.25	0.28	0.26	0.02	1	I45154	2/12/2019	0.25	0.26	0.28												
3	20TPY02MR-L3	COF COR/COR - Din.	0.23	0.24	0.24	0.01	2	I45161	2/13/2019	0.23	0.24	0.24												
3	20TPY02MR-L3	COF COR/COR - Din.	0.24	0.24	0.24	0.00	3	I45163	2/13/2019	0.24	0.24	0.24												
3	20TPY02MR-L3	COF COR/COR - Din.	0.39	0.41	0.40	0.01	4	I45170	2/14/2019	0.40	0.41	0.39												
3	20TPY02MR-L3	COF  NT/NT - Est.	0.42	0.66	0.51	0.13	1	I45154	2/12/2019	0.66	0.42	0.44												
3	20TPY02MR-L3	COF  NT/NT - Est.	0.40	0.42	0.41	0.01	2	I45161	2/13/2019	0.40	0.42	0.42												
3	20TPY02MR-L3	COF  NT/NT - Est.	0.40	0.66	0.50	0.14	3	I45163	2/13/2019	0.66	0.45	0.40												
3	20TPY02MR-L3	COF  NT/NT - Est.	0.44	0.53	0.49	0.05	4	I45170	2/14/2019	0.44	0.53	0.49												
3	20TPY02MR-L3	COF COR/COR - Est.	0.28	0.31	0.29	0.02	1	I45154	2/12/2019	0.28	0.28	0.31												
3	20TPY02MR-L3	COF COR/COR - Est.	0.26	0.26	0.26	0.00	2	I45161	2/13/2019	0.26	0.26	0.26												
3	20TPY02MR-L3	COF COR/COR - Est.	0.26	0.27	0.26	0.01	3	I45163	2/13/2019	0.26	0.27	0.26												
3	20TPY02MR-L3	COF COR/COR - Est.	0.46	0.49	0.48	0.02	4	I45170	2/14/2019	0.46	0.49	0.48												
3	20TPY02MR-L3	Força de Tração DM	127.00	156.00	142.00	14.53	1	I45153	2/12/2019	127.00	156.00	143.00												
3	20TPY02MR-L3	Força de Tração DM	131.00	160.00	143.67	14.84	2	I45161	2/13/2019	140.00	160.00	131.00												
3	20TPY02MR-L3	Força de Tração DM	130.00	150.00	143.00	11.27	3	I45170	2/14/2019	130.00	150.00	149.00												
3	20TPY02MR-L3	Força de Tração DT	237.00	326.00	289.00	46.36	1	I45153	2/12/2019	237.00	326.00	304.00												
3	20TPY02MR-L3	Força de Tração DT	304.00	308.00	306.67	2.31	2	I45161	2/13/2019	304.00	308.00	308.00												
3	20TPY02MR-L3	Força de Tração DT	282.00	321.00	297.33	20.79	3	I45170	2/14/2019	282.00	321.00	289.00												
3	20TPY02MR-L3	Alongamento DM	132.00	172.00	154.67	20.53	1	I45153	2/12/2019	132.00	172.00	160.00												
3	20TPY02MR-L3	Alongamento DM	144.00	185.00	161.33	21.22	2	I45161	2/13/2019	155.00	185.00	144.00												
3	20TPY02MR-L3	Alongamento DM	130.00	194.00	162.33	32.01	3	I45170	2/14/2019	130.00	163.00	194.00												
3	20TPY02MR-L3	Alongamento DT	28.00	50.00	39.67	11.06	1	I45153	2/12/2019	28.00	50.00	41.00												
3	20TPY02MR-L3	Alongamento DT	44.00	49.00	46.33	2.52	2	I45161	2/13/2019	44.00	49.00	46.00												
3	20TPY02MR-L3	Alongamento DT	35.00	47.00	40.33	6.11	3	I45170	2/14/2019	35.00	47.00	39.00												
3	20TPY02MR-L3	Módulo Elástico DM	1504.00	1722.00	1608.00	109.34	1	I45153	2/12/2019	1598.00	1504.00	1722.00												
3	20TPY02MR-L3	Módulo Elástico DM	1628.00	1814.00	1743.33	100.72	2	I45170	2/14/2019	1628.00	1788.00	1814.00												
3	20TPY02MR-L3	Módulo Elástico DT	3133.00	3346.00	3263.67	114.43	1	I45153	2/12/2019	3312.00	3346.00	3133.00												
3	20TPY02MR-L3	Módulo Elástico DT	2650.00	3336.00	3005.33	343.66	2	I45170	2/14/2019	3336.00	3030.00	2650.00												
3	20TPY02MR-L3	Estabilidade Dimensional DM	4.00	4.00	4.00	0.00	1	I45153	2/12/2019	4.00	4.00	4.00												
3	20TPY02MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	2	I45170	2/14/2019	5.00	5.00	5.00												
3	20TPY02MR-L3	Estabilidade Dimensional DT	2.00	3.00	2.67	0.58	1	I45153	2/12/2019	3.00	3.00	2.00												
3	20TPY02MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	2	I45170	2/14/2019	3.00	3.00	3.00												
3	20TPY02MR-L3	Brilho 45°	106.00	107.00	106.33	0.58	1	I45153	2/12/2019	107.00	106.00	106.00												
3	20TPY02MR-L3	Brilho 45°	102.00	104.00	103.00	1.00	2	I45170	2/14/2019	102.00	104.00	103.00												
3	20TPY02MR-L3	Haze/difusão	1.60	1.80	1.73	0.12	1	I45153	2/12/2019	1.80	1.60	1.80												
3	20TPY02MR-L3	Haze/difusão	1.80	1.80	1.80	0.00	2	I45161	2/13/2019	1.80	1.80	1.80												
3	20TPY02MR-L3	Haze/difusão	1.70	2.00	1.83	0.15	3	I45170	2/14/2019	1.70	1.80	2.00												
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	1	I45153	2/12/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	2	I45154	2/12/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	3	I45155	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	4	I45156	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	5	I45157	2/13/2019	44.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	6	I45158	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	44.00	44.00	44.00	0.00	7	I45159	2/13/2019	44.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	8	I45160	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	9	I45161	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	10	I45162	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	11	I45163	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	12	I45164	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	13	I45165	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	14	I45170	2/14/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	15	I45171	2/14/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	1	I45153	2/12/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	2	I45154	2/12/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	3	I45155	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	4	I45156	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	5	I45157	2/13/2019	44.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	6	I45158	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	44.00	44.00	44.00	0.00	7	I45159	2/13/2019	44.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	8	I45160	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	9	I45161	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	10	I45162	2/13/2019	42.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	11	I45163	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	12	I45164	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	13	I45165	2/13/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	14	I45170	2/14/2019	40.00														
3	20TPY02MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	15	I45171	2/14/2019	40.00														
3	20TPY02MR-L3	Tensão superf. COR prod final	40.00	40.00	40.00	0.00	1	I45154	2/12/2019	40.00														
3	20TPY03MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	1	I45148	2/12/2019	46.00	46.00	46.00	46.00	46.00										
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	46.00	44.80	1.10	2	I45149	2/12/2019	44.00	46.00	44.00	44.00	46.00										
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	46.00	44.80	1.10	3	I45150	2/12/2019	44.00	46.00	44.00	46.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	46.00	45.20	1.10	4	I45151	2/12/2019	44.00	46.00	46.00	46.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CHAMA	44.00	46.00	44.40	0.89	5	I45152	2/12/2019	44.00	46.00	44.00	44.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	46.00	45.60	0.89	1	I45148	2/12/2019	46.00	46.00	46.00	46.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	2	I45149	2/12/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	3	I45150	2/12/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	4	I45151	2/12/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY03MR-L3	Tratamento Superficial CORONA	44.00	44.00	44.00	0.00	5	I45152	2/12/2019	44.00	44.00	44.00	44.00	44.00										
3	20TPY03MR-L3	Espessura	19.90	19.90	19.90	0.00	1	I45148	2/12/2019	19.90														
3	20TPY03MR-L3	Espessura	20.40	20.40	20.40	0.00	2	I45149	2/12/2019	20.40														
3	20TPY03MR-L3	Espessura	20.30	20.30	20.30	0.00	3	I45150	2/12/2019	20.30														
3	20TPY03MR-L3	Espessura	20.10	20.10	20.10	0.00	4	I45151	2/12/2019	20.10														
3	20TPY03MR-L3	Espessura	20.20	20.20	20.20	0.00	5	I45152	2/12/2019	20.20														
3	20TPY03MR-L3	Gramatura	18.00	18.00	18.00	0.00	1	I45148	2/12/2019	18.00														
3	20TPY03MR-L3	Gramatura	18.40	18.40	18.40	0.00	2	I45149	2/12/2019	18.40														
3	20TPY03MR-L3	Gramatura	18.30	18.30	18.30	0.00	3	I45150	2/12/2019	18.30														
3	20TPY03MR-L3	Gramatura	18.20	18.20	18.20	0.00	4	I45151	2/12/2019	18.20														
3	20TPY03MR-L3	Rendimento	55.60	55.60	55.60	0.00	1	I45148	2/12/2019	55.60														
3	20TPY03MR-L3	Densidade	0.91	0.91	0.91	0.00	1	I45148	2/12/2019	0.91														
3	20TPY03MR-L3	COF CHA/CHA - Din. Imediato	0.37	0.42	0.40	0.02	1	I45148	2/12/2019	0.41	0.40	0.42	0.37											
3	20TPY03MR-L3	COF COR/COR - Din. - Imediato	0.25	0.30	0.27	0.03	1	I45148	2/12/2019	0.30	0.25	0.26												
3	20TPY03MR-L3	COF CHA/CHA - Est. - Imediato	0.42	0.48	0.45	0.03	1	I45148	2/12/2019	0.46	0.42	0.48												
3	20TPY03MR-L3	COF COR/COR - Est. - Imediato	0.29	0.35	0.32	0.03	1	I45148	2/12/2019	0.35	0.29	0.32												
3	20TPY03MR-L3	COF CHA/CHA - Din.	0.37	0.37	0.37	0.00	1	I45148	2/12/2019	0.37	0.37	0.37												
3	20TPY03MR-L3	COF COR/COR - Din.	0.22	0.22	0.22	0.00	1	I45148	2/12/2019	0.22	0.22	0.22												
3	20TPY03MR-L3	COF CHA/CHA - Est.	0.53	0.62	0.58	0.05	1	I45148	2/12/2019	0.53	0.62	0.58												
3	20TPY03MR-L3	COF COR/COR - Est.	0.25	0.27	0.26	0.01	1	I45148	2/12/2019	0.25	0.26	0.27												
3	20TPY03MR-L3	Força de Tração DM	151.00	154.00	152.00	1.73	1	I45148	2/12/2019	154.00	151.00	151.00												
3	20TPY03MR-L3	Força de Tração DT	262.00	312.00	288.00	25.06	1	I45148	2/12/2019	290.00	312.00	262.00												
3	20TPY03MR-L3	Alongamento DM	169.00	177.00	172.33	4.16	1	I45148	2/12/2019	169.00	177.00	171.00												
3	20TPY03MR-L3	Alongamento DT	34.00	45.00	38.33	5.86	1	I45148	2/12/2019	36.00	45.00	34.00												
3	20TPY03MR-L3	Módulo Elástico DM	1348.00	1788.00	1540.00	225.28	1	I45148	2/12/2019	1788.00	1484.00	1348.00												
3	20TPY03MR-L3	Módulo Elástico DT	2392.00	3380.00	2808.33	511.99	1	I45148	2/12/2019	3380.00	2653.00	2392.00												
3	20TPY03MR-L3	Estabilidade Dimensional DM	5.00	5.00	5.00	0.00	1	I45148	2/12/2019	5.00	5.00	5.00	5.00	5.00										
3	20TPY03MR-L3	Estabilidade Dimensional DT	3.00	3.00	3.00	0.00	1	I45148	2/12/2019	3.00	3.00	3.00	3.00	3.00										
3	20TPY03MR-L3	Brilho 45°	106.00	107.00	106.33	0.58	1	I45148	2/12/2019	106.00	107.00	106.00												
3	20TPY03MR-L3	Haze/difusão	1.90	2.00	1.93	0.06	1	I45148	2/12/2019	1.90	1.90	2.00												
3	20TPY03MR-L3	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	1	I45148	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	2	I45149	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	3	I45150	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LO	40.00	40.00	40.00	0.00	4	I45151	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LO	38.00	38.00	38.00	0.00	5	I45152	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00	0.00	1	I45148	2/12/2019	42.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LM	42.00	42.00	42.00	0.00	2	I45149	2/12/2019	42.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	3	I45150	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LM	38.00	38.00	38.00	0.00	4	I45151	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CHAMA LM	40.00	40.00	40.00	0.00	5	I45152	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	1	I45148	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	2	I45149	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	3	I45150	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LO	40.00	40.00	40.00	0.00	4	I45151	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LO	42.00	42.00	42.00	0.00	5	I45152	2/12/2019	42.00														
3	20TPY03MR-L3	Tensão superficial CORONA LM	38.00	38.00	38.00	0.00	1	I45148	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CORONA LM	38.00	38.00	38.00	0.00	2	I45149	2/12/2019	38.00														
3	20TPY03MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	3	I45150	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LM	40.00	40.00	40.00	0.00	4	I45151	2/12/2019	40.00														
3	20TPY03MR-L3	Tensão superficial CORONA LM	42.00	42.00	42.00	0.00	5	I45152	2/12/2019	42.00														
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	1	I45048	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	44.00	46.00	45.60	0.89	2	I45049	2/3/2019	46.00	46.00	46.00	44.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	3	I45050	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	4	I45051	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	5	I45052	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	6	I45053	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	7	I45054	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	8	I45055	2/3/2019	46.00	46.00	46.00	46.00	46.00										
3	20TSB21MR-L3	Tratamento Superficial CHAMA	46.00	46.00	46.00	0.00	9	I45056	2/3/2019	46.00	46.00	46.00	46.00	46.00										
